window_id,sim_id,sim_count,topology_type,topology_param,N,epsilon,beta,c,eta,kappa0,kappa_c_thresh,kappa_c_deriv,kappa_c_label,label_method,window_end_kappa,lead_fraction,gc_initial,gc_final,gc_drop,seed
sim_00010_win_038,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5943292753219205,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_039,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5948186518164931,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_040,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5953080283110654,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_041,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5957974048056379,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_042,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5962867813002104,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_043,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5967761577947828,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_044,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5972655342893552,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_045,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5977549107839277,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_046,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5982442872785001,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_047,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.5987336637730726,0.95,1.0,0.18,0.8200000000000001,420
sim_00010_win_048,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6122404550232721,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_049,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6127298315178444,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_050,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.613219208012417,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_051,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6137085845069894,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_052,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6141979610015619,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_053,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6146873374961344,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_054,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6151767139907067,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_055,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6156660904852792,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_056,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6161554669798517,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_057,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.616644843474424,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_058,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.6171342199689965,0.98,1.0,0.18,0.8200000000000001,420
sim_00010_win_059,sim_00010,10,ER_dense,0.04317074533091843,50,0.20274611722476546,0.5326234542166293,0.10800078440012256,0.00016307112302475158,0.347879272655237,0.6298580088278801,0.6287813805398207,0.6287813805398207,derivative,0.617623596463569,0.98,1.0,0.18,0.8200000000000001,420
sim_00011_win_000,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3233955537451087,0.7,1.0,0.0,1.0,462
sim_00011_win_001,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3240976865827744,0.7,1.0,0.0,1.0,462
sim_00011_win_002,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.32479981942044006,0.7,1.0,0.0,1.0,462
sim_00011_win_003,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.32550195225810574,0.7,1.0,0.0,1.0,462
sim_00011_win_004,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3262040850957715,0.7,1.0,0.0,1.0,462
sim_00011_win_005,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3269062179334371,0.7,1.0,0.0,1.0,462
sim_00011_win_006,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.32760835077110284,0.7,1.0,0.0,1.0,462
sim_00011_win_007,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3283104836087685,0.7,1.0,0.0,1.0,462
sim_00011_win_008,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3290126164464342,0.7,1.0,0.0,1.0,462
sim_00011_win_009,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3297147492840999,0.7,1.0,0.0,1.0,462
sim_00011_win_010,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.33041688212176556,0.7,1.0,0.0,1.0,462
sim_00011_win_011,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.33111901495943125,0.7,1.0,0.0,1.0,462
sim_00011_win_012,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.37029802730117656,0.8,1.0,0.0,1.0,462
sim_00011_win_013,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.37100016013884224,0.8,1.0,0.0,1.0,462
sim_00011_win_014,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3717022929765079,0.8,1.0,0.0,1.0,462
sim_00011_win_015,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3724044258141736,0.8,1.0,0.0,1.0,462
sim_00011_win_016,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3731065586518393,0.8,1.0,0.0,1.0,462
sim_00011_win_017,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.373808691489505,0.8,1.0,0.0,1.0,462
sim_00011_win_018,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.37451082432717064,0.8,1.0,0.0,1.0,462
sim_00011_win_019,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3752129571648364,0.8,1.0,0.0,1.0,462
sim_00011_win_020,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.37591509000250206,0.8,1.0,0.0,1.0,462
sim_00011_win_021,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.37661722284016774,0.8,1.0,0.0,1.0,462
sim_00011_win_022,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3773193556778334,0.8,1.0,0.0,1.0,462
sim_00011_win_023,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.3780214885154991,0.8,1.0,0.0,1.0,462
sim_00011_win_024,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4173409274247776,0.9,1.0,0.0,1.0,462
sim_00011_win_025,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4180430602624432,0.9,1.0,0.0,1.0,462
sim_00011_win_026,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.41874519310010894,0.9,1.0,0.0,1.0,462
sim_00011_win_027,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4194473259377746,0.9,1.0,0.0,1.0,462
sim_00011_win_028,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4201494587754403,0.9,1.0,0.0,1.0,462
sim_00011_win_029,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.420851591613106,0.9,1.0,0.0,1.0,462
sim_00011_win_030,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.42155372445077166,0.9,1.0,0.0,1.0,462
sim_00011_win_031,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4222558572884374,0.9,1.0,0.0,1.0,462
sim_00011_win_032,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.422957990126103,0.9,1.0,0.0,1.0,462
sim_00011_win_033,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.42366012296376876,0.9,1.0,0.0,1.0,462
sim_00011_win_034,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4243622558014344,0.9,1.0,0.0,1.0,462
sim_00011_win_035,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4250643886391001,0.9,1.0,0.0,1.0,462
sim_00011_win_036,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.44093259077034463,0.95,1.0,0.0,1.0,462
sim_00011_win_037,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4416347236080103,0.95,1.0,0.0,1.0,462
sim_00011_win_038,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.442336856445676,0.95,1.0,0.0,1.0,462
sim_00011_win_039,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4430389892833417,0.95,1.0,0.0,1.0,462
sim_00011_win_040,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.44374112212100736,0.95,1.0,0.0,1.0,462
sim_00011_win_041,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.44444325495867304,0.95,1.0,0.0,1.0,462
sim_00011_win_042,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4451453877963387,0.95,1.0,0.0,1.0,462
sim_00011_win_043,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.44584752063400446,0.95,1.0,0.0,1.0,462
sim_00011_win_044,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4465496534716701,0.95,1.0,0.0,1.0,462
sim_00011_win_045,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4472517863093358,0.95,1.0,0.0,1.0,462
sim_00011_win_046,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.44795391914700144,0.95,1.0,0.0,1.0,462
sim_00011_win_047,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4486560519846672,0.95,1.0,0.0,1.0,462
sim_00011_win_048,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.45497524752365837,0.98,1.0,0.0,1.0,462
sim_00011_win_049,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.455677380361324,0.98,1.0,0.0,1.0,462
sim_00011_win_050,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.45637951319898973,0.98,1.0,0.0,1.0,462
sim_00011_win_051,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4570816460366554,0.98,1.0,0.0,1.0,462
sim_00011_win_052,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4577837788743211,0.98,1.0,0.0,1.0,462
sim_00011_win_053,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.45848591171198677,0.98,1.0,0.0,1.0,462
sim_00011_win_054,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.45918804454965245,0.98,1.0,0.0,1.0,462
sim_00011_win_055,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.45989017738731813,0.98,1.0,0.0,1.0,462
sim_00011_win_056,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4605923102249838,0.98,1.0,0.0,1.0,462
sim_00011_win_057,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.46129444306264955,0.98,1.0,0.0,1.0,462
sim_00011_win_058,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4619965759003152,0.98,1.0,0.0,1.0,462
sim_00011_win_059,sim_00011,11,ER_sparse,0.05210275899534417,100,0.2832547110798509,0.4876926665680968,0.11256474130767397,0.00023396626446215487,0.26511852821885673,0.47014131681723714,0.4674732120341075,0.47014131681723714,threshold,0.4626987087379809,0.98,1.0,0.0,1.0,462
sim_00012_win_000,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.42539135455428745,0.7,0.94,0.0,0.94,504
sim_00012_win_001,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.4260964719309256,0.7,0.94,0.0,0.94,504
sim_00012_win_002,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.4268015893075636,0.7,0.94,0.0,0.94,504
sim_00012_win_003,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.42750670668420176,0.7,0.94,0.0,0.94,504
sim_00012_win_004,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.42821182406083985,0.7,0.94,0.0,0.94,504
sim_00012_win_005,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.42891694143747794,0.7,0.94,0.0,0.94,504
sim_00012_win_006,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.4296220588141161,0.7,0.94,0.0,0.94,504
sim_00012_win_007,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.43032717619075417,0.7,0.94,0.0,0.94,504
sim_00012_win_008,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.43103229356739226,0.7,0.94,0.0,0.94,504
sim_00012_win_009,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.43173741094403034,0.7,0.94,0.0,0.94,504
sim_00012_win_010,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.43244252832066843,0.7,0.94,0.0,0.94,504
sim_00012_win_011,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.4331476456973065,0.7,0.94,0.0,0.94,504
sim_00012_win_012,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.4870186132724571,0.8,0.94,0.0,0.94,504
sim_00012_win_013,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.48772373064909513,0.8,0.94,0.0,0.94,504
sim_00012_win_014,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.4884288480257333,0.8,0.94,0.0,0.94,504
sim_00012_win_015,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.48913396540237136,0.8,0.94,0.0,0.94,504
sim_00012_win_016,sim_00012,12,ER_dense,0.03232609036368651,50,0.276278096314731,0.5410771870758465,0.08932287785440486,0.00023496077917085006,0.26688096828604346,0.6160550931972286,0.615914069721901,0.615914069721901,derivative,0.48983908277900945,0.8,0.94,0.0,0.94,504
